POSTCODE,POSTCODE_2,LOCAL_AUT_ORG,NHS_ENG_REGION,SUB_ICB,CANCER_REGISTRY,EASTING_1M,NORTHING_1M,LSOA_2011,MSOA_2011,CANCER_ALLIANCE,ICB,OA_2021,LSOA_2021,MSOA_2021,IMD_RANK,IMD_DECILE
HA8  8BF,HA8 8BF,717,Y56,,Y0801,519035,0192862,E01000191,E02000037,E56000027,QMJ,E00000940,E01000191,E02000037,28527,9
HA8  7AR,HA8 7AR,717,Y56,,Y0801,519505,0192032,E01000192,E02000041,E56000027,QMJ,E00000953,E01000192,E02000041,18475,6
HA8  0ZR,HA8 0ZR,717,Y56,,Y0801,519340,0191895,E01000193,E02000041,E56000027,QMJ,E00178781,E01000193,E02000041,17828,6
HA8  5AN,HA8 5AN,717,Y56,,Y0801,519552,0191244,E01000194,E02000041,E56000027,QMJ,E00000960,E01000194,E02000041,14920,5
HA8  8EW,HA8 8EW,717,Y56,,Y0801,520179,0193664,E01000195,E02000036,E56000027,QMJ,E00000963,E01000195,E02000036,9593,3
N3   1BQ,N3 1BQ,717,Y56,,Y0801,525076,0190609,E01000196,E02000051,E56000027,QMJ,E00178834,E01000196,E02000051,21850,7
N3   2FD,N3 2FD,717,Y56,,Y0801,525591,0190242,E01000197,E02000046,E56000027,QMJ,E00001004,E01000197,E02000046,21591,7
N3   3EF,N3 3EF,717,Y56,,Y0801,524177,0189936,E01000198,E02000048,E56000027,QMJ,E00000970,E01000198,E02000048,22353,7
N3   1DA,N3 1DA,717,Y56,,Y0801,524632,0190718,E01000199,E02000048,E56000027,QMJ,E00000972,E01000199,E02000048,28042,9
N3   1FB,N3 1FB,717,Y56,,Y0801,524602,0190240,E01000200,E02000051,E56000027,QMJ,E00001000,E01000200,E02000051,25046,8
N3   3AU,N3 3AU,717,Y56,,Y0801,524989,0189621,E01000201,E02000051,E56000027,QMJ,E00000971,E01000201,E02000051,28084,9
N3   3AJ,N3 3AJ,717,Y56,,Y0801,524642,0190029,E01000202,E02000051,E56000027,QMJ,E00001010,E01000202,E02000051,28623,9
N3   2SX,N3 2SX,717,Y56,,Y0801,525655,0189977,E01000203,E02000051,E56000027,QMJ,E00000967,E01000203,E02000051,18422,6
N3   1BB,N3 1BB,717,Y56,,Y0801,524815,0190572,E01000204,E02000048,E56000027,QMJ,E00000990,E01000204,E02000048,24436,8
NW11 6BH,NW11 6BH,717,Y56,,Y0801,525283,0189237,E01000205,E02000058,E56000027,QMJ,E00001020,E01000205,E02000058,27397,9
N2   0AZ,N2 0AZ,717,Y56,,Y0801,526881,0188023,E01000206,E02000056,E56000027,QMJ,E00001057,E01000206,E02000056,25629,8
N2   0DL,N2 0DL,717,Y56,,Y0801,526201,0189020,E01000207,E02000056,E56000027,QMJ,E00001037,E01000207,E02000056,28804,9
N2   0AA,N2 0AA,717,Y56,,Y0801,526872,0189066,E01000208,E02000056,E56000027,QMJ,E00001038,E01000208,E02000056,28766,9
NW11 6AT,NW11 6AT,717,Y56,,Y0801,525114,0189081,E01000209,E02000058,E56000027,QMJ,E00001029,E01000209,E02000058,28249,9
N2   0DG,N2 0DG,717,Y56,,Y0801,526406,0189069,E01000210,E02000056,E56000027,QMJ,E00001027,E01000210,E02000056,26833,9
NW11 0AA,NW11 0AA,717,Y56,,Y0801,524792,0188839,E01000211,E02000058,E56000027,QMJ,E00001048,E01000211,E02000058,19377,6
NW11 6TU,NW11 6TU,717,Y56,,Y0801,525758,0188209,E01000212,E02000058,E56000027,QMJ,E00001053,E01000212,E02000058,24145,8
N2   0EJ,N2 0EJ,717,Y56,,Y0801,526244,0188533,E01000213,E02000056,E56000027,QMJ,E00001049,E01000213,E02000056,27586,9
NW11 7BS,NW11 7BS,717,Y56,,Y0801,525265,0187863,E01000214,E02000061,E56000027,QMJ,E00001059,E01000214,E02000061,23881,8
NW11 0JN,NW11 0JN,717,Y56,,Y0801,524398,0188366,E01000215,E02000060,E56000027,QMJ,E00001097,E01000215,E02000060,20414,7
NW11 0DA,NW11 0DA,717,Y56,,Y0801,524728,0188510,E01000216,E02000058,E56000027,QMJ,E00001101,E01000216,E02000058,24507,8
NW11 0DD,NW11 0DD,717,Y56,,Y0801,524683,0188775,E01000217,E02000058,E56000027,QMJ,E00001099,E01000217,E02000058,23520,8
NW11 8AU,NW11 8AU,717,Y56,,Y0801,524742,0187887,E01000218,E02000060,E56000027,QMJ,E00001071,E01000218,E02000060,18612,6
NW11 9DT,NW11 9DT,717,Y56,,Y0801,524173,0187675,E01000219,E02000060,E56000027,QMJ,E00001075,E01000219,E02000060,14460,5
NW11 9AF,NW11 9AF,717,Y56,,Y0801,524299,0188009,E01000220,E02000060,E56000027,QMJ,E00001069,E01000220,E02000060,16891,6
NW11 9EH,NW11 9EH,717,Y56,,Y0801,524068,0187553,E01000221,E02000062,E56000027,QMJ,E00001076,E01000221,E02000062,2878,1
NW2  1AH,NW2 1AH,717,Y56,,Y0801,523526,0187151,E01000222,E02000063,E56000027,QMJ,E00178828,E01000222,E02000063,9539,3
NW2  1AB,NW2 1AB,717,Y56,,Y0801,523635,0186707,E01000223,E02000062,E56000027,QMJ,E00178734,E01000223,E02000062,5606,2
NW2  1DU,NW2 1DU,717,Y56,,Y0801,523841,0186798,E01000224,E02000063,E56000027,QMJ,E00001086,E01000224,E02000063,14638,5
NW11 0AG,NW11 0AG,717,Y56,,Y0801,524740,0189092,E01000225,E02000060,E56000027,QMJ,E00001092,E01000225,E02000060,23364,8
HA8  9BJ,HA8 9BJ,717,Y56,,Y0801,519939,0191436,E01000226,E02000041,E56000027,QMJ,E00001115,E01000226,E02000041,7222,3
HA8  9LA,HA8 9LA,717,Y56,,Y0801,520041,0191841,E01000227,E02000041,E56000027,QMJ,E00001154,E01000227,E02000041,24577,8
NW7  3AA,NW7 3AA,717,Y56,,Y0801,521111,0193243,E01000228,E02000030,E56000027,QMJ,E00001122,E01000228,E02000030,21621,7
HA8  8XE,HA8 8XE,717,Y56,,Y0801,520132,0193491,E01000229,E02000036,E56000027,QMJ,E00001119,E01000229,E02000036,13079,4
HA8  8SU,HA8 8SU,717,Y56,,Y0801,519823,0193334,E01000230,E02000036,E56000027,QMJ,E00001120,E01000230,E02000036,27204,9
HA8  9SX,HA8 9SX,717,Y56,,Y0801,520554,0193012,E01000231,E02000036,E56000027,QMJ,E00001128,E01000231,E02000036,16447,6
HA8  8BY,HA8 8BY,717,Y56,,Y0801,520248,0192826,E01000232,E02000036,E56000027,QMJ,E00001137,E01000232,E02000036,19413,6
HA8  9GR,HA8 9GR,717,Y56,,Y0801,520483,0192094,E01000233,E02000036,E56000027,QMJ,E00001141,E01000233,E02000036,25991,8
HA8  9NU,HA8 9NU,717,Y56,,Y0801,520594,0192238,E01000234,E02000044,E56000027,QMJ,E00001144,E01000234,E02000044,26226,8
HA8  9BT,HA8 9BT,717,Y56,,Y0801,520619,0191617,E01000235,E02000044,E56000027,QMJ,E00001107,E01000235,E02000044,11811,4
NW11 9JU,NW11 9JU,717,Y56,,Y0801,524086,0189074,E01000236,E02000057,E56000027,QMJ,E00001169,E01000236,E02000057,23808,8
NW4  2AD,NW4 2AD,717,Y56,,Y0801,523482,0188998,E01000237,E02000055,E56000027,QMJ,E00001163,E01000237,E02000055,25066,8
NW11 9JY,NW11 9JY,717,Y56,,Y0801,524037,0189089,E01000238,E02000057,E56000027,QMJ,E00001200,E01000238,E02000057,19485,6
NW4  4BF,NW4 4BF,717,Y56,,Y0801,522772,0189298,E01000239,E02000054,E56000027,QMJ,E00001164,E01000239,E02000054,13120,4
NW4  1HE,NW4 1HE,717,Y56,,Y0801,523348,0190163,E01000240,E02000054,E56000027,QMJ,E00001181,E01000240,E02000054,14717,5
NW4  1AA,NW4 1AA,717,Y56,,Y0801,523264,0189656,E01000241,E02000054,E56000027,QMJ,E00001183,E01000241,E02000054,23646,8
NW4  1AQ,NW4 1AQ,717,Y56,,Y0801,523930,0189562,E01000242,E02000055,E56000027,QMJ,E00001193,E01000242,E02000055,15111,5
NW4  1AB,NW4 1AB,717,Y56,,Y0801,523185,0189646,E01000243,E02000055,E56000027,QMJ,E00001188,E01000243,E02000055,19861,7
NW4  1RR,NW4 1RR,717,Y56,,Y0801,523187,0189409,E01000244,E02000055,E56000027,QMJ,E00001161,E01000244,E02000055,18293,6
NW4  1TT,NW4 1TT,717,Y56,,Y0801,523278,0189174,E01000245,E02000055,E56000027,QMJ,E00001165,E01000245,E02000055,11312,4
EN5  5AL,EN5 5AL,717,Y56,,Y0801,525507,0196166,E01000246,E02000025,E56000027,QMJ,E00001241,E01000246,E02000025,23751,8
EN5  5BU,EN5 5BU,717,Y56,,Y0801,526267,0196418,E01000247,E02000025,E56000027,QMJ,E00001242,E01000247,E02000025,24330,8
EN5  3DL,EN5 3DL,717,Y56,,Y0801,523716,0196373,E01000248,E02000024,E56000027,QMJ,E00001234,E01000248,E02000024,27938,9
EN5  3DG,EN5 3DG,717,Y56,,Y0801,523389,0196145,E01000249,E02000024,E56000027,QMJ,E00001237,E01000249,E02000024,29613,10
EN5  4AY,EN5 4AY,717,Y56,,Y0801,524409,0196489,E01000250,E02000024,E56000027,QMJ,E00178853,E01000250,E02000024,21023,7
EN4  8RR,EN4 8RR,717,Y56,,Y0801,526394,0196177,E01000251,E02000025,E56000027,QMJ,E00001248,E01000251,E02000025,15365,5
EN5  1EQ,EN5 1EQ,717,Y56,,Y0801,525460,0195838,E01000252,E02000025,E56000027,QMJ,E00001252,E01000252,E02000025,20654,7
EN5  2AA,EN5 2AA,717,Y56,,Y0801,521850,0195165,E01000253,E02000030,E56000027,QMJ,E00001253,E01000253,E02000030,25200,8
EN4  0NH,EN4 0NH,717,Y56,,Y0801,525215,0197552,E01000254,E02000024,E56000027,QMJ,E00001215,E01000254,E02000024,27346,9
NW7  1EF,NW7 1EF,717,Y56,,Y0801,523110,0192633,E01000255,E02000040,E56000027,QMJ,E00178861,E01000255,E02000040,15471,5
NW7  2AW,NW7 2AW,717,Y56,,Y0801,522407,0191363,E01000256,E02000039,E56000027,QMJ,E00001284,E01000256,E02000039,23742,8
N3   1RE,N3 1RE,717,Y56,,Y0801,524493,0191008,E01000257,E02000040,E56000027,QMJ,E00001286,E01000257,E02000040,10770,4
NW7  0AN,NW7 0AN,717,Y56,,Y0801,521876,0192199,E01000258,E02000039,E56000027,QMJ,E00001268,E01000258,E02000039,25595,8
NW4  1PX,NW4 1PX,717,Y56,,Y0801,523005,0191025,E01000259,E02000048,E56000027,QMJ,E00001292,E01000259,E02000048,20665,7
NW4  1PS,NW4 1PS,717,Y56,,Y0801,522982,0190454,E01000260,E02000048,E56000027,QMJ,E00001288,E01000260,E02000048,14473,5
NW7  1AQ,NW7 1AQ,717,Y56,,Y0801,522397,0192935,E01000261,E02000040,E56000027,QMJ,E00001295,E01000261,E02000040,27512,9
N12  7BN,N12 7BN,717,Y56,,Y0801,524515,0192171,E01000262,E02000040,E56000027,QMJ,E00174896,E01033911,E02000040,22595,7
NW7  3JD,NW7 3JD,717,Y56,,Y0801,521247,0192477,E01000263,E02000039,E56000027,QMJ,E00001262,E01000263,E02000039,29609,10
NW7  2JU,NW7 2JU,717,Y56,,Y0801,521366,0191983,E01000264,E02000039,E56000027,QMJ,E00001270,E01000264,E02000039,17488,6
N20  0BJ,N20 0BJ,717,Y56,,Y0801,527406,0193482,E01000265,E02000034,E56000027,QMJ,E00001324,E01000265,E02000034,18822,6
N20  0BN,N20 0BN,717,Y56,,Y0801,527213,0193546,E01000266,E02000034,E56000027,QMJ,E00001326,E01000266,E02000034,27042,9
EN4  0QD,EN4 0QD,717,Y56,,Y0801,526651,0195385,E01000267,E02000028,E56000027,QMJ,E00001343,E01000267,E02000028,21327,7
EN4  8RW,EN4 8RW,717,Y56,,Y0801,526408,0196146,E01000268,E02000028,E56000027,QMJ,E00178835,E01000268,E02000028,18670,6
EN5  1AF,EN5 1AF,717,Y56,,Y0801,525597,0195612,E01000269,E02000028,E56000027,QMJ,E00001336,E01000269,E02000028,23965,8
EN5  1HL,EN5 1HL,717,Y56,,Y0801,525955,0195259,E01000270,E02000028,E56000027,QMJ,E00001342,E01000270,E02000028,22199,7
EN5  1DX,EN5 1DX,717,Y56,,Y0801,526231,0195126,E01000271,E02000031,E56000027,QMJ,E00001341,E01000271,E02000031,28725,9
EN5  1BX,EN5 1BX,717,Y56,,Y0801,526927,0194824,E01000272,E02000031,E56000027,QMJ,E00001307,E01000272,E02000031,30661,10
N20  0HS,N20 0HS,717,Y56,,Y0801,527055,0193831,E01000273,E02000031,E56000027,QMJ,E00001318,E01000273,E02000031,19790,7
N20  0AA,N20 0AA,717,Y56,,Y0801,527399,0193777,E01000274,E02000034,E56000027,QMJ,E00001319,E01000274,E02000034,18373,6
N12  7AG,N12 7AG,717,Y56,,Y0801,525561,0192507,E01000275,E02000035,E56000027,QMJ,E00001352,E01000275,E02000035,20490,7
N12  7AA,N12 7AA,717,Y56,,Y0801,525226,0192509,E01000276,E02000043,E56000027,QMJ,E00001360,E01000276,E02000043,31443,10
N12  0YB,N12 0YB,717,Y56,,Y0801,526053,0192459,E01000277,E02000035,E56000027,QMJ,E00001361,E01000277,E02000035,15935,5
N12  7AP,N12 7AP,717,Y56,,Y0801,525200,0192334,E01000278,E02000043,E56000027,QMJ,E00001365,E01000278,E02000043,29998,10
N20  8AA,N20 8AA,717,Y56,,Y0801,524086,0194579,E01000279,E02000030,E56000027,QMJ,E00001368,E01000279,E02000030,25843,8
N20  8DN,N20 8DN,717,Y56,,Y0801,525780,0193966,E01000280,E02000030,E56000027,QMJ,E00001374,E01000280,E02000030,31544,10
N20  0BF,N20 0BF,717,Y56,,Y0801,526463,0193827,E01000281,E02000031,E56000027,QMJ,E00178817,E01000281,E02000031,23416,8
N20  0EZ,N20 0EZ,717,Y56,,Y0801,526237,0193793,E01000282,E02000031,E56000027,QMJ,E00001376,E01000282,E02000031,26321,9
N12  7ET,N12 7ET,717,Y56,,Y0801,525488,0193052,E01000283,E02000035,E56000027,QMJ,E00001391,E01000283,E02000035,30858,10
N12  7EA,N12 7EA,717,Y56,,Y0801,525820,0193067,E01000284,E02000035,E56000027,QMJ,E00001392,E01000284,E02000035,18467,6
EN5  2DE,EN5 2DE,717,Y56,,Y0801,523952,0195632,E01000285,E02000027,E56000027,QMJ,E00001404,E01000285,E02000027,18783,6
EN5  2RT,EN5 2RT,717,Y56,,Y0801,523696,0195800,E01000286,E02000030,E56000027,QMJ,E00001440,E01000286,E02000030,11433,4
EN5  2AL,EN5 2AL,717,Y56,,Y0801,523317,0195402,E01000287,E02000027,E56000027,QMJ,E00001413,E01000287,E02000027,12242,4
EN5  2BA,EN5 2BA,717,Y56,,Y0801,525358,0195537,E01000288,E02000027,E56000027,QMJ,E00001410,E01000288,E02000027,21005,7
EN5  2DJ,EN5 2DJ,717,Y56,,Y0801,525114,0195749,E01000289,E02000027,E56000027,QMJ,E00001398,E01000289,E02000027,4786,2
EN5  2AB,EN5 2AB,717,Y56,,Y0801,521843,0195073,E01000290,E02000030,E56000027,QMJ,E00001423,E01000290,E02000030,14405,5
EN5  2FA,EN5 2FA,717,Y56,,Y0801,524461,0195537,E01000291,E02000027,E56000027,QMJ,E00001407,E01000291,E02000027,6697,3
EN5  2DY,EN5 2DY,717,Y56,,Y0801,524475,0195642,E01000292,E02000024,E56000027,QMJ,E00001405,E01000292,E02000024,22974,7
EN5  2EA,EN5 2EA,717,Y56,,Y0801,524920,0195889,E01000293,E02000024,E56000027,QMJ,E00001430,E01000293,E02000024,27550,9
EN5  2NF,EN5 2NF,717,Y56,,Y0801,524135,0195670,E01000294,E02000027,E56000027,QMJ,E00001402,E01000294,E02000027,21893,7
N3   2BB,N3 2BB,717,Y56,,Y0801,525348,0190858,E01000295,E02000046,E56000027,QMJ,E00001456,E01000295,E02000046,20731,7
N3   1AA,N3 1AA,717,Y56,,Y0801,525262,0191285,E01000296,E02000046,E56000027,QMJ,E00001486,E01000296,E02000046,22036,7
N3   2AA,N3 2AA,717,Y56,,Y0801,526099,0190624,E01000297,E02000050,E56000027,QMJ,E00001464,E01000297,E02000050,25783,8
N3   1LL,N3 1LL,717,Y56,,Y0801,525620,0191245,E01000298,E02000046,E56000027,QMJ,E00001491,E01000298,E02000046,22372,7
N12  0BP,N12 0BP,717,Y56,,Y0801,526363,0192120,E01000299,E02000042,E56000027,QMJ,E00178860,E01000299,E02000042,16989,6
N12  7EJ,N12 7EJ,717,Y56,,Y0801,525608,0192346,E01000300,E02000042,E56000027,QMJ,E00001470,E01000300,E02000042,21880,7
N12  7HS,N12 7HS,717,Y56,,Y0801,525476,0192183,E01000301,E02000043,E56000027,QMJ,E00001472,E01000301,E02000043,28246,9
N12  0ES,N12 0ES,717,Y56,,Y0801,526129,0191757,E01000302,E02000042,E56000027,QMJ,E00001478,E01000302,E02000042,18360,6
N3   1AB,N3 1AB,717,Y56,,Y0801,525222,0191365,E01000303,E02000043,E56000027,QMJ,E00001490,E01000303,E02000043,28555,9
N3   1EB,N3 1EB,717,Y56,,Y0801,524897,0191146,E01000304,E02000043,E56000027,QMJ,E00001450,E01000304,E02000043,20455,7
NW2  1LY,NW2 1LY,717,Y56,,Y0801,522621,0187384,E01000305,E02000059,E56000027,QMJ,E00001520,E01000305,E02000059,9115,3
NW4  3BE,NW4 3BE,717,Y56,,Y0801,522359,0188150,E01000306,E02000059,E56000027,QMJ,E00001500,E01000306,E02000059,19906,7
NW2  1LX,NW2 1LX,717,Y56,,Y0801,522676,0187420,E01000307,E02000062,E56000027,QMJ,E00001496,E01000307,E02000062,11835,4
NW9  0DA,NW9 0DA,717,Y56,,Y0801,521585,0188556,E01000308,E02000059,E56000027,QMJ,E00001504,E01000308,E02000059,7151,3
NW4  3AF,NW4 3AF,717,Y56,,Y0801,522610,0188842,E01000309,E02000054,E56000027,QMJ,E00001525,E01000309,E02000054,20046,7
NW4  3AU,NW4 3AU,717,Y56,,Y0801,522785,0188751,E01000310,E02000057,E56000027,QMJ,E00178897,E01000310,E02000057,15067,5
NW11 9LH,NW11 9LH,717,Y56,,Y0801,523882,0188318,E01000311,E02000057,E56000027,QMJ,E00001505,E01000311,E02000057,23246,8
NW9  6AS,NW9 6AS,717,Y56,,Y0801,521511,0188647,E01000312,E02000059,E56000027,QMJ,E00001529,E01000312,E02000059,10806,4
NW4  3SS,NW4 3SS,717,Y56,,Y0801,522326,0188343,E01000313,E02000059,E56000027,QMJ,E00001528,E01000313,E02000059,14409,5
NW4  3AQ,NW4 3AQ,717,Y56,,Y0801,522742,0188781,E01000314,E02000055,E56000027,QMJ,E00001523,E01000314,E02000055,23679,8
N12  0AG,N12 0AG,717,Y56,,Y0801,527472,0191298,E01000315,E02000045,E56000027,QMJ,E00001555,E01000315,E02000045,6785,3
N12  0AE,N12 0AE,717,Y56,,Y0801,526591,0190954,E01000316,E02000050,E56000027,QMJ,E00174909,E01000316,E02000050,14454,5
N12  0BE,N12 0BE,717,Y56,,Y0801,526153,0191481,E01000317,E02000042,E56000027,QMJ,E00001563,E01000317,E02000042,23497,8
N12  0AA,N12 0AA,717,Y56,,Y0801,526478,0191701,E01000318,E02000042,E56000027,QMJ,E00001560,E01000318,E02000042,19218,6
N3   2AD,N3 2AD,717,Y56,,Y0801,526171,0190732,E01000319,E02000050,E56000027,QMJ,E00001570,E01000319,E02000050,24628,8
N12  8FA,N12 8FA,717,Y56,,Y0801,526298,0192942,E01000320,E02000034,E56000027,QMJ,E00178868,E01000320,E02000034,26150,8
N12  8FB,N12 8FB,717,Y56,,Y0801,526279,0193124,E01000321,E02000035,E56000027,QMJ,E00001572,E01000321,E02000035,19535,6
N12  9DH,N12 9DH,717,Y56,,Y0801,526645,0192389,E01000322,E02000034,E56000027,QMJ,E00001587,E01000322,E02000034,19048,6
N12  0DS,N12 0DS,717,Y56,,Y0801,526330,0191756,E01000323,E02000042,E56000027,QMJ,E00001549,E01000323,E02000042,15389,5
N12  0LA,N12 0LA,717,Y56,,Y0801,527371,0191873,E01000324,E02000038,E56000027,QMJ,E00001546,E01000324,E02000038,20202,7
HA0  1HY,HA0 1HY,719,Y56,,Y0801,518717,0183660,E01000471,E02000118,E56000021,QRV,E00002321,E01000471,E02000118,13163,5
HA0  1BH,HA0 1BH,719,Y56,,Y0801,517955,0183459,E01000472,E02000121,E56000021,QRV,E00178936,E01000472,E02000121,12105,4
HA0  1TS,HA0 1TS,719,Y56,,Y0801,518229,0183946,E01000473,E02000121,E56000021,QRV,E00178930,E01000473,E02000121,10632,4
HA0  4BD,HA0 4BD,719,Y56,,Y0801,518167,0184469,E01000474,E02000118,E56000021,QRV,E00002329,E01000474,E02000118,12945,4
HA0  1AB,HA0 1AB,719,Y56,,Y0801,517779,0183684,E01000475,E02000121,E56000021,QRV,E00174724,E01000475,E02000121,13473,5
HA0  1HJ,HA0 1HJ,719,Y56,,Y0801,518661,0183781,E01000476,E02000118,E56000021,QRV,E00178943,E01000476,E02000118,14647,5
HA0  1AG,HA0 1AG,719,Y56,,Y0801,519140,0183800,E01000477,E02000118,E56000021,QRV,E00002339,E01000477,E02000118,11703,4
HA0  1HA,HA0 1HA,719,Y56,,Y0801,518151,0183449,E01000478,E02000121,E56000021,QRV,E00178989,E01000478,E02000121,11562,4
HA9  9DZ,HA9 9DZ,719,Y56,,Y0801,520263,0186603,E01000479,E02000101,E56000021,QRV,E00002367,E01000479,E02000101,18106,6
HA9  9JU,HA9 9JU,719,Y56,,Y0801,519548,0186615,E01000480,E02000098,E56000021,QRV,E00002366,E01000480,E02000098,22429,7
HA9  1ZW,HA9 1ZW,719,Y56,,Y0801,519728,0186706,E01000481,E02000101,E56000021,QRV,E00002368,E01000481,E02000101,9179,3
HA9  9AB,HA9 9AB,719,Y56,,Y0801,519462,0186469,E01000482,E02000101,E56000021,QRV,E00002370,E01033931,E02000101,6542,2
HA9  9BP,HA9 9BP,719,Y56,,Y0801,520293,0186231,E01000483,E02000101,E56000021,QRV,E00002376,E01000483,E02000101,6463,2
HA3  9RJ,HA3 9RJ,719,Y56,,Y0801,519075,0188566,E01000484,E02000098,E56000021,QRV,E00002378,E01000484,E02000098,4689,2
HA3  9DG,HA3 9DG,719,Y56,,Y0801,518700,0187938,E01000485,E02000098,E56000021,QRV,E00002381,E01000485,E02000098,8179,3
HA9  9PJ,HA9 9PJ,719,Y56,,Y0801,518838,0187215,E01000486,E02000098,E56000021,QRV,E00002359,E01000486,E02000098,18391,6
HA3  0PS,HA3 0PS,719,Y56,,Y0801,518257,0187310,E01000487,E02000098,E56000021,QRV,E00002356,E01000487,E02000098,16441,6
NW10 2AD,NW10 2AD,719,Y56,,Y0801,522842,0184138,E01000488,E02000114,E56000021,QRV,E00002387,E01000488,E02000114,11178,4
NW10 2AA,NW10 2AA,719,Y56,,Y0801,523008,0184115,E01000489,E02000122,E56000021,QRV,E00002391,E01000489,E02000122,11883,4
NW6  7BD,NW6 7BD,719,Y56,,Y0801,524336,0184409,E01000490,E02000115,E56000021,QRV,E00002383,E01000490,E02000115,11248,4
NW6  7AA,NW6 7AA,719,Y56,,Y0801,523643,0184190,E01000491,E02000122,E56000021,QRV,E00002388,E01000491,E02000122,13387,5
NW10 3AD,NW10 3AD,719,Y56,,Y0801,523026,0183884,E01000492,E02000122,E56000021,QRV,E00002399,E01000492,E02000122,20615,7
NW10 3AA,NW10 3AA,719,Y56,,Y0801,522851,0183525,E01000493,E02000122,E56000021,QRV,E00002404,E01000493,E02000122,21822,7
NW2  4BH,NW2 4BH,719,Y56,,Y0801,523937,0184683,E01000494,E02000115,E56000021,QRV,E00002406,E01000494,E02000115,14784,5
NW2  4BE,NW2 4BE,719,Y56,,Y0801,523987,0184453,E01000495,E02000115,E56000021,QRV,E00002410,E01000495,E02000115,6848,3
NW2  6BF,NW2 6BF,719,Y56,,Y0801,523055,0186387,E01000497,E02000103,E56000021,QRV,E00002448,E01000497,E02000103,11593,4
NW2  7AQ,NW2 7AQ,719,Y56,,Y0801,521981,0187169,E01000498,E02000102,E56000021,QRV,E00002427,E01000498,E02000102,6869,3
NW2  6FA,NW2 6FA,719,Y56,,Y0801,522659,0187023,E01000499,E02000103,E56000021,QRV,E00179056,E01000499,E02000103,9517,3
NW2  6EE,NW2 6EE,719,Y56,,Y0801,522687,0186645,E01000501,E02000103,E56000021,QRV,E00002437,E01000501,E02000103,5656,2
NW2  6HT,NW2 6HT,719,Y56,,Y0801,522320,0186040,E01000502,E02000103,E56000021,QRV,E00002454,E01000502,E02000103,8665,3
NW2  6EY,NW2 6EY,719,Y56,,Y0801,522881,0186363,E01000503,E02000103,E56000021,QRV,E00002453,E01000503,E02000103,8720,3
NW2  4AQ,NW2 4AQ,719,Y56,,Y0801,522992,0185258,E01000504,E02000110,E56000021,QRV,E00002474,E01000504,E02000110,13251,5
NW10 1HS,NW10 1HS,719,Y56,,Y0801,522665,0185371,E01000505,E02000110,E56000021,QRV,E00002469,E01000505,E02000110,14065,5
NW10 1DE,NW10 1DE,719,Y56,,Y0801,521841,0185317,E01000506,E02000106,E56000021,QRV,E00002468,E01000506,E02000106,7823,3
NW10 1EG,NW10 1EG,719,Y56,,Y0801,522233,0185186,E01000507,E02000110,E56000021,QRV,E00002480,E01000507,E02000110,12769,4
NW10 2AQ,NW10 2AQ,719,Y56,,Y0801,521522,0184888,E01000508,E02000117,E56000021,QRV,E00002476,E01000508,E02000117,4930,2
NW2  7PA,NW2 7PA,719,Y56,,Y0801,521358,0186408,E01000509,E02000106,E56000021,QRV,E00002488,E01000509,E02000106,6199,2
NW10 0AA,NW10 0AA,719,Y56,,Y0801,521461,0185923,E01000510,E02000106,E56000021,QRV,E00002493,E01000510,E02000106,7979,3
NW10 1AA,NW10 1AA,719,Y56,,Y0801,521839,0185653,E01000511,E02000106,E56000021,QRV,E00002460,E01000511,E02000106,7553,3
NW10 1BA,NW10 1BA,719,Y56,,Y0801,521915,0185420,E01000512,E02000110,E56000021,QRV,E00002465,E01000512,E02000110,15315,5
NW9  0AX,NW9 0AX,719,Y56,,Y0801,521031,0188524,E01000513,E02000094,E56000021,QRV,E00002509,E01000513,E02000094,18437,6
NW9  0AA,NW9 0AA,719,Y56,,Y0801,520622,0188728,E01000514,E02000094,E56000021,QRV,E00002504,E01000514,E02000094,19311,6
NW9  0BG,NW9 0BG,719,Y56,,Y0801,520375,0188639,E01000515,E02000095,E56000021,QRV,E00002513,E01000515,E02000095,9286,3
NW9  0DD,NW9 0DD,719,Y56,,Y0801,520717,0189578,E01000516,E02000094,E56000021,QRV,E00179055,E01000516,E02000094,14898,5
NW9  9DT,NW9 9DT,719,Y56,,Y0801,519608,0188844,E01000517,E02000095,E56000021,QRV,E00002503,E01000517,E02000095,20424,7
NW9  0XD,NW9 0XD,719,Y56,,Y0801,520607,0188563,E01000518,E02000097,E56000021,QRV,E00002514,E01000518,E02000097,10230,4
NW9  8AB,NW9 8AB,719,Y56,,Y0801,520498,0188271,E01000519,E02000097,E56000021,QRV,E00002520,E01000519,E02000097,14037,5
NW9  0AP,NW9 0AP,719,Y56,,Y0801,520657,0189011,E01000520,E02000094,E56000021,QRV,E00002497,E01000520,E02000094,13856,5
NW10 4AG,NW10 4AG,719,Y56,,Y0801,521286,0183756,E01000521,E02000117,E56000021,QRV,E00002545,E01000521,E02000117,1713,1
NW10 3UA,NW10 3UA,719,Y56,,Y0801,521945,0183908,E01000522,E02000117,E56000021,QRV,E00179046,E01000522,E02000117,7331,3
NW10 4AB,NW10 4AB,719,Y56,,Y0801,521513,0183595,E01000523,E02000123,E56000021,QRV,E00174707,E01000523,E02000123,7193,3
NW10 4AA,NW10 4AA,719,Y56,,Y0801,521548,0183540,E01000524,E02000123,E56000021,QRV,E00174708,E01000524,E02000123,3221,1
