POSTCODE,POSTCODE_2,LOCAL_AUT_ORG,NHS_ENG_REGION,SUB_ICB,CANCER_REGISTRY,EASTING_1M,NORTHING_1M,LSOA_2011,MSOA_2011,CANCER_ALLIANCE,ICB,OA_2021,LSOA_2021,MSOA_2021,IMD_RANK,IMD_DECILE
EC1A 4AS,EC1A 4AS,714,Y56,,Y0801,532090,0181436,E01000001,E02000001,E56000028,QMF,E00000007,E01000001,E02000001,29199,9
EC1Y 4AG,EC1Y 4AG,714,Y56,,Y0801,532601,0181925,E01000002,E02000001,E56000028,QMF,E00000019,E01000002,E02000001,30379,10
EC1M 7AA,EC1M 7AA,714,Y56,,Y0801,532094,0182111,E01000003,E02000001,E56000028,QMF,E00000010,E01000003,E02000001,14915,5
E1   7AA,E1 7AA,714,Y56,,Y0801,533623,0181382,E01000005,E02000001,E56000028,QMF,E00000029,E01000005,E02000001,8678,3
IG11 9SU,IG11 9SU,716,Y56,,Y0801,544804,0184253,E01000006,E02000017,E56000028,QMF,E00000053,E01000006,E02000017,14486,5
IG11 8BQ,IG11 8BQ,716,Y56,,Y0801,544080,0184295,E01000007,E02000016,E56000028,QMF,E00000040,E01000007,E02000016,7256,3
IG11 8AD,IG11 8AD,716,Y56,,Y0801,543490,0184359,E01000008,E02000016,E56000028,QMF,E00000056,E01000008,E02000016,5010,2
IG11 8EA,IG11 8EA,716,Y56,,Y0801,544461,0184318,E01000009,E02000017,E56000028,QMF,E00000054,E01000009,E02000017,6736,3
IG11 7AR,IG11 7AR,716,Y56,,Y0801,544161,0183766,E01000010,E02000016,E56000028,QMF,E00185746,E01034474,E02000016,6900,3
IG11 8QG,IG11 8QG,716,Y56,,Y0801,544279,0184652,E01000011,E02000017,E56000028,QMF,E00000068,E01000011,E02000017,7698,3
IG11 8FL,IG11 8FL,716,Y56,,Y0801,543989,0184728,E01000012,E02000016,E56000028,QMF,E00185694,E01000012,E02000016,5990,2
RM10 8DP,RM10 8DP,716,Y56,,Y0801,549128,0184858,E01000013,E02000014,E56000028,QMF,E00000093,E01000013,E02000014,4573,2
RM10 8NJ,RM10 8NJ,716,Y56,,Y0801,549057,0185086,E01000014,E02000014,E56000028,QMF,E00000087,E01000014,E02000014,5650,2
RM10 8DE,RM10 8DE,716,Y56,,Y0801,549597,0185359,E01000015,E02000010,E56000028,QMF,E00000080,E01000015,E02000010,6405,2
RM10 7AN,RM10 7AN,716,Y56,,Y0801,549368,0185792,E01000016,E02000010,E56000028,QMF,E00000100,E01000016,E02000010,6739,3
RM10 7ST,RM10 7ST,716,Y56,,Y0801,549072,0185764,E01000017,E02000010,E56000028,QMF,E00000073,E01000017,E02000010,4570,2
RM10 8BN,RM10 8BN,716,Y56,,Y0801,549293,0185473,E01000018,E02000010,E56000028,QMF,E00000079,E01000018,E02000010,6504,2
RM8  2BA,RM8 2BA,716,Y56,,Y0801,547180,0186243,E01000019,E02006799,E56000028,QMF,E00000115,E01000019,E02006799,6410,2
RM8  2JS,RM8 2JS,716,Y56,,Y0801,547340,0186655,E01000020,E02006799,E56000028,QMF,E00000110,E01000020,E02006799,5520,2
IG11 8PD,IG11 8PD,716,Y56,,Y0801,547072,0186238,E01000021,E02000009,E56000028,QMF,E00000117,E01000021,E02000009,4611,2
RM8  2AU,RM8 2AU,716,Y56,,Y0801,546913,0185952,E01000022,E02000009,E56000028,QMF,E00000122,E01000022,E02000009,6098,2
IG11 9BY,IG11 9BY,716,Y56,,Y0801,546201,0185645,E01000023,E02000009,E56000028,QMF,E00185673,E01034472,E02000009,5243,2
RM8  2AA,RM8 2AA,716,Y56,,Y0801,547255,0185702,E01000024,E02000009,E56000028,QMF,E00000128,E01000024,E02000009,8333,3
RM8  2AH,RM8 2AH,716,Y56,,Y0801,546999,0185703,E01000025,E02000009,E56000028,QMF,E00000129,E01000025,E02000009,5303,2
RM5  2BG,RM5 2BG,716,Y56,,Y0801,548633,0190448,E01000027,E02000002,E56000028,QMF,E00000156,E01000027,E02000002,5097,2
RM6  5EH,RM6 5EH,716,Y56,,Y0801,547484,0189531,E01000028,E02000002,E56000028,QMF,E00000162,E01000028,E02000002,4240,2
RM6  5BJ,RM6 5BJ,716,Y56,,Y0801,547725,0189324,E01000029,E02000002,E56000028,QMF,E00000140,E01000029,E02000002,12389,4
RM6  5AG,RM6 5AG,716,Y56,,Y0801,548013,0189558,E01000030,E02000002,E56000028,QMF,E00000163,E01000030,E02000002,4760,2
RM6  5QX,RM6 5QX,716,Y56,,Y0801,548421,0188881,E01000031,E02000003,E56000028,QMF,E00000146,E01000031,E02000003,12267,4
RM6  4BF,RM6 4BF,716,Y56,,Y0801,547737,0187996,E01000032,E02000003,E56000028,QMF,E00000154,E01000032,E02000003,8037,3
RM10 7AS,RM10 7AS,716,Y56,,Y0801,550235,0186288,E01000033,E02000007,E56000028,QMF,E00000168,E01000033,E02000007,4879,2
RM10 7AA,RM10 7AA,716,Y56,,Y0801,550406,0186148,E01000034,E02000004,E56000028,QMF,E00000171,E01000034,E02000004,5575,2
RM10 7EA,RM10 7EA,716,Y56,,Y0801,549914,0185924,E01000035,E02000011,E56000028,QMF,E00000173,E01000035,E02000011,10070,4
RM10 7FQ,RM10 7FQ,716,Y56,,Y0801,550603,0185405,E01000036,E02000011,E56000028,QMF,E00000180,E01000036,E02000011,15028,5
RM7  0JH,RM7 0JH,716,Y56,,Y0801,551490,0187370,E01000037,E02000004,E56000028,QMF,E00000181,E01000037,E02000004,16128,5
RM7  0RJ,RM7 0RJ,716,Y56,,Y0801,551043,0187333,E01000038,E02000004,E56000028,QMF,E00000183,E01000038,E02000004,14671,5
RM7  0JA,RM7 0JA,716,Y56,,Y0801,550989,0186463,E01000039,E02000004,E56000028,QMF,E00000194,E01000039,E02000004,12542,4
IG11 7RB,IG11 7RB,716,Y56,,Y0801,545288,0184038,E01000040,E02000020,E56000028,QMF,E00000225,E01000040,E02000020,6028,2
RM9  4DB,RM9 4DB,716,Y56,,Y0801,546929,0184311,E01000041,E02000018,E56000028,QMF,E00000202,E01000041,E02000018,6601,3
IG11 9FB,IG11 9FB,716,Y56,,Y0801,546158,0184169,E01000042,E02000018,E56000028,QMF,E00000206,E01000042,E02000018,3842,2
IG11 0TJ,IG11 0TJ,716,Y56,,Y0801,545957,0183645,E01000043,E02000020,E56000028,QMF,E00000232,E01000043,E02000020,8992,3
IG11 7QL,IG11 7QL,716,Y56,,Y0801,544934,0183992,E01000044,E02000017,E56000028,QMF,E00000201,E01000044,E02000017,8825,3
IG11 9NX,IG11 9NX,716,Y56,,Y0801,546398,0184084,E01000045,E02000018,E56000028,QMF,E00000226,E01000045,E02000018,5639,2
RM9  4DJ,RM9 4DJ,716,Y56,,Y0801,546988,0183962,E01000046,E02000018,E56000028,QMF,E00000219,E01000046,E02000018,8138,3
IG11 7DU,IG11 7DU,716,Y56,,Y0801,544600,0183414,E01000048,E02000022,E56000028,QMF,E00185666,E01034479,E02000022,3117,1
IG11 0AT,IG11 0AT,716,Y56,,Y0801,544812,0183217,E01000049,E02000022,E56000028,QMF,E00000244,E01000049,E02000022,3928,2
IG11 7DH,IG11 7DH,716,Y56,,Y0801,544753,0183694,E01000050,E02000020,E56000028,QMF,E00000260,E01000050,E02000020,5994,2
IG11 7AD,IG11 7AD,716,Y56,,Y0801,544467,0183664,E01000051,E02000022,E56000028,QMF,E00000256,E01000051,E02000022,5228,2
IG11 1FN,IG11 1FN,716,Y56,,Y0801,544932,0183802,E01000052,E02000020,E56000028,QMF,E00000252,E01000052,E02000020,6549,2
RM9  6AY,RM9 6AY,716,Y56,,Y0801,549069,0183926,E01000053,E02000021,E56000028,QMF,E00000275,E01000053,E02000021,4249,2
RM9  6AD,RM9 6AD,716,Y56,,Y0801,547870,0184170,E01000054,E02000019,E56000028,QMF,E00000297,E01000054,E02000019,8124,3
RM9  4EX,RM9 4EX,716,Y56,,Y0801,547429,0184166,E01000055,E02000019,E56000028,QMF,E00000291,E01000055,E02000019,7604,3
RM9  6AR,RM9 6AR,716,Y56,,Y0801,548019,0183971,E01000056,E02000019,E56000028,QMF,E00000270,E01000056,E02000019,5571,2
RM9  4EU,RM9 4EU,716,Y56,,Y0801,547324,0184130,E01000057,E02000013,E56000028,QMF,E00000274,E01000057,E02000013,6712,3
RM9  6BX,RM9 6BX,716,Y56,,Y0801,547994,0184396,E01000058,E02000019,E56000028,QMF,E00175114,E01000058,E02000019,7176,3
RM9  6EJ,RM9 6EJ,716,Y56,,Y0801,548354,0184214,E01000059,E02000014,E56000028,QMF,E00000289,E01000059,E02000014,6950,3
RM10 7DS,RM10 7DS,716,Y56,,Y0801,549116,0186870,E01000060,E02000007,E56000028,QMF,E00000300,E01000060,E02000007,5475,2
RM10 7AE,RM10 7AE,716,Y56,,Y0801,549253,0186833,E01000061,E02000007,E56000028,QMF,E00000328,E01000061,E02000007,2802,1
RM10 7FR,RM10 7FR,716,Y56,,Y0801,549338,0185848,E01000062,E02000007,E56000028,QMF,E00000322,E01000062,E02000007,9781,3
RM10 7LJ,RM10 7LJ,716,Y56,,Y0801,549102,0186350,E01000063,E02000005,E56000028,QMF,E00000298,E01000063,E02000005,6520,2
RM10 7BG,RM10 7BG,716,Y56,,Y0801,549658,0185848,E01000064,E02000007,E56000028,QMF,E00000326,E01000064,E02000007,5791,2
RM10 7DE,RM10 7DE,716,Y56,,Y0801,548598,0186019,E01000065,E02000008,E56000028,QMF,E00000318,E01000065,E02000008,4296,2
IG11 9AG,IG11 9AG,716,Y56,,Y0801,545894,0184847,E01000066,E02000012,E56000028,QMF,E00000341,E01000066,E02000012,10329,4
IG11 8UG,IG11 8UG,716,Y56,,Y0801,545426,0185110,E01000067,E02000012,E56000028,QMF,E00000358,E01000067,E02000012,13573,5
IG11 8SL,IG11 8SL,716,Y56,,Y0801,544761,0184667,E01000068,E02000017,E56000028,QMF,E00000346,E01000068,E02000017,10421,4
IG11 9AA,IG11 9AA,716,Y56,,Y0801,545624,0184580,E01000069,E02000012,E56000028,QMF,E00185718,E01000069,E02000012,17580,6
IG11 8FF,IG11 8FF,716,Y56,,Y0801,545140,0185384,E01000070,E02000012,E56000028,QMF,E00000340,E01000070,E02000012,13531,5
IG11 9BJ,IG11 9BJ,716,Y56,,Y0801,545869,0184590,E01000071,E02000012,E56000028,QMF,E00000347,E01000071,E02000012,15370,5
RM8  2BJ,RM8 2BJ,716,Y56,,Y0801,546704,0184806,E01000072,E02000018,E56000028,QMF,E00000381,E01000072,E02000018,3974,2
RM8  2BL,RM8 2BL,716,Y56,,Y0801,546852,0184922,E01000073,E02000013,E56000028,QMF,E00000384,E01000073,E02000013,4645,2
RM8  2BG,RM8 2BG,716,Y56,,Y0801,547211,0185181,E01000074,E02000013,E56000028,QMF,E00000371,E01000074,E02000013,5870,2
RM9  4AA,RM9 4AA,716,Y56,,Y0801,547266,0184931,E01000075,E02000013,E56000028,QMF,E00000376,E01000075,E02000013,5215,2
RM9  4AP,RM9 4AP,716,Y56,,Y0801,547283,0184543,E01000076,E02000013,E56000028,QMF,E00000360,E01000076,E02000013,5451,2
RM8  2AE,RM8 2AE,716,Y56,,Y0801,547485,0185346,E01000077,E02000009,E56000028,QMF,E00000369,E01000077,E02000009,3967,2
RM8  3BP,RM8 3BP,716,Y56,,Y0801,547851,0185955,E01000078,E02000008,E56000028,QMF,E00000392,E01000078,E02000008,5874,2
RM9  5AR,RM9 5AR,716,Y56,,Y0801,548786,0185402,E01000079,E02000010,E56000028,QMF,E00000412,E01000079,E02000010,6057,2
RM9  5HX,RM9 5HX,716,Y56,,Y0801,548141,0185533,E01000080,E02000008,E56000028,QMF,E00000407,E01000080,E02000008,6596,3
RM9  5BH,RM9 5BH,716,Y56,,Y0801,548586,0185551,E01000081,E02000008,E56000028,QMF,E00000404,E01000081,E02000008,7738,3
RM8  3AA,RM8 3AA,716,Y56,,Y0801,548562,0186186,E01000082,E02000008,E56000028,QMF,E00000414,E01000082,E02000008,9100,3
RM8  3AT,RM8 3AT,716,Y56,,Y0801,547873,0186213,E01000083,E02000008,E56000028,QMF,E00000417,E01000083,E02000008,6111,2
RM10 9NT,RM10 9NT,716,Y56,,Y0801,549097,0184300,E01000084,E02000014,E56000028,QMF,E00000446,E01000084,E02000014,4315,2
RM10 9HL,RM10 9HL,716,Y56,,Y0801,549188,0184341,E01000085,E02000014,E56000028,QMF,E00000445,E01000085,E02000014,5838,2
RM10 9NX,RM10 9NX,716,Y56,,Y0801,549101,0184165,E01000086,E02000014,E56000028,QMF,E00000422,E01000086,E02000014,4822,2
RM10 9DG,RM10 9DG,716,Y56,,Y0801,549537,0183447,E01000087,E02000021,E56000028,QMF,E00000431,E01000087,E02000021,6122,2
RM10 9AB,RM10 9AB,716,Y56,,Y0801,549602,0183582,E01000088,E02000021,E56000028,QMF,E00000427,E01000088,E02000021,8574,3
RM10 9BA,RM10 9BA,716,Y56,,Y0801,549825,0183536,E01000089,E02000021,E56000028,QMF,E00000435,E01000089,E02000021,8508,3
RM10 9AR,RM10 9AR,716,Y56,,Y0801,549635,0183577,E01000090,E02000021,E56000028,QMF,E00000437,E01000090,E02000021,8873,3
IG11 0JP,IG11 0JP,716,Y56,,Y0801,546140,0182816,E01000091,E02000023,E56000028,QMF,E00000456,E01000091,E02000023,3669,2
IG11 0AB,IG11 0AB,716,Y56,,Y0801,547437,0182820,E01000092,E02000020,E56000028,QMF,E00185816,E01034478,E02000020,6348,2
IG11 0AG,IG11 0AG,716,Y56,,Y0801,546206,0183473,E01000093,E02000023,E56000028,QMF,E00000462,E01000093,E02000023,2669,1
IG11 0AP,IG11 0AP,716,Y56,,Y0801,547256,0182510,E01000094,E02000023,E56000028,QMF,E00000457,E01000094,E02000023,8930,3
IG11 0AL,IG11 0AL,716,Y56,,Y0801,547363,0182546,E01000095,E02000019,E56000028,QMF,E00000455,E01000095,E02000019,6984,3
IG11 0AE,IG11 0AE,716,Y56,,Y0801,546412,0183471,E01000096,E02000023,E56000028,QMF,E00185668,E01000096,E02000023,3997,2
RM8  1DB,RM8 1DB,716,Y56,,Y0801,547823,0186934,E01000097,E02006799,E56000028,QMF,E00000487,E01000097,E02006799,4866,2
RM8  1BL,RM8 1BL,716,Y56,,Y0801,547344,0186931,E01000098,E02006799,E56000028,QMF,E00000489,E01000098,E02006799,4455,2
RM8  1BF,RM8 1BF,716,Y56,,Y0801,548151,0187162,E01000099,E02006799,E56000028,QMF,E00185789,E01000099,E02006799,8373,3
RM8  1BT,RM8 1BT,716,Y56,,Y0801,548525,0186850,E01000100,E02000005,E56000028,QMF,E00000497,E01000100,E02000005,7152,3
RM8  1BD,RM8 1BD,716,Y56,,Y0801,548875,0186805,E01000101,E02000005,E56000028,QMF,E00000494,E01000101,E02000005,4126,2
RM8  3AJ,RM8 3AJ,716,Y56,,Y0801,548317,0186269,E01000102,E02000008,E56000028,QMF,E00000508,E01000102,E02000008,3557,2
RM10 8AG,RM10 8AG,716,Y56,,Y0801,550546,0184276,E01000103,E02000015,E56000028,QMF,E00000535,E01000103,E02000015,6708,3
RM10 8AE,RM10 8AE,716,Y56,,Y0801,550616,0184320,E01000104,E02000015,E56000028,QMF,E00000523,E01000104,E02000015,6002,2
RM10 8PE,RM10 8PE,716,Y56,,Y0801,549077,0184647,E01000105,E02000015,E56000028,QMF,E00000511,E01000105,E02000015,3229,1
RM10 8AD,RM10 8AD,716,Y56,,Y0801,549945,0184821,E01000106,E02000015,E56000028,QMF,E00000542,E01000106,E02000015,3355,2
RM10 8AT,RM10 8AT,716,Y56,,Y0801,550439,0184711,E01000107,E02000011,E56000028,QMF,E00000527,E01000107,E02000011,8865,3
RM10 7BZ,RM10 7BZ,716,Y56,,Y0801,550288,0184816,E01000108,E02000011,E56000028,QMF,E00000541,E01000108,E02000011,8940,3
RM8  1AE,RM8 1AE,716,Y56,,Y0801,548498,0187356,E01000109,E02000005,E56000028,QMF,E00185822,E01034469,E02000005,10373,4
RM6  6AA,RM6 6AA,716,Y56,,Y0801,548997,0188132,E01000110,E02000003,E56000028,QMF,E00000564,E01000110,E02000003,16365,5
RM6  6DD,RM6 6DD,716,Y56,,Y0801,548684,0188265,E01000111,E02000003,E56000028,QMF,E00000563,E01000111,E02000003,8544,3
RM6  6AP,RM6 6AP,716,Y56,,Y0801,548610,0188102,E01000112,E02000003,E56000028,QMF,E00000566,E01000112,E02000003,10925,4
RM6  4BE,RM6 4BE,716,Y56,,Y0801,547758,0187841,E01000113,E02000003,E56000028,QMF,E00000568,E01000113,E02000003,10601,4
RM8  1AA,RM8 1AA,716,Y56,,Y0801,548952,0186904,E01000114,E02000005,E56000028,QMF,E00000558,E01000114,E02000005,11855,4
EN4  8LH,EN4 8LH,717,Y56,,Y0801,528282,0194717,E01000115,E02000032,E56000027,QMJ,E00000610,E01000115,E02000032,29174,9
EN4  8FT,EN4 8FT,717,Y56,,Y0801,528268,0194248,E01000116,E02000032,E56000027,QMJ,E00000587,E01000116,E02000032,27318,9
EN4  8ER,EN4 8ER,717,Y56,,Y0801,527479,0194299,E01000117,E02000033,E56000027,QMJ,E00000586,E01000117,E02000033,24958,8
EN4  8JP,EN4 8JP,717,Y56,,Y0801,528061,0194507,E01000118,E02000033,E56000027,QMJ,E00000620,E01000118,E02000033,24743,8
N14  5AE,N14 5AE,717,Y56,,Y0801,529337,0194141,E01000119,E02000032,E56000027,QMJ,E00178878,E01000119,E02000032,22657,7
N14  5DG,N14 5DG,717,Y56,,Y0801,529018,0194163,E01000120,E02000032,E56000027,QMJ,E00000585,E01000120,E02000032,29572,10
N11  1DS,N11 1DS,717,Y56,,Y0801,528307,0193795,E01000121,E02000033,E56000027,QMJ,E00000595,E01000121,E02000033,5463,2
N11  1DD,N11 1DD,717,Y56,,Y0801,528996,0193231,E01000122,E02000032,E56000027,QMJ,E00000601,E01000122,E02000032,24308,8
N11  1AZ,N11 1AZ,717,Y56,,Y0801,528991,0192941,E01000123,E02000033,E56000027,QMJ,E00000605,E01000123,E02000033,23278,8
N11  1BE,N11 1BE,717,Y56,,Y0801,528616,0192604,E01000124,E02000033,E56000027,QMJ,E00000577,E01000124,E02000033,11634,4
HA8  0AB,HA8 0AB,717,Y56,,Y0801,519762,0191188,E01000125,E02000047,E56000027,QMJ,E00174920,E01033913,E02000047,9759,3
NW9  5AN,NW9 5AN,717,Y56,,Y0801,521243,0190608,E01000126,E02000049,E56000027,QMJ,E00000657,E01000126,E02000049,6407,2
HA8  0HN,HA8 0HN,717,Y56,,Y0801,520635,0191018,E01000127,E02000047,E56000027,QMJ,E00000653,E01000127,E02000047,9275,3
HA8  0AZ,HA8 0AZ,717,Y56,,Y0801,520294,0190630,E01000128,E02000047,E56000027,QMJ,E00000628,E01000128,E02000047,9555,3
HA8  0AX,HA8 0AX,717,Y56,,Y0801,520026,0190635,E01000129,E02000047,E56000027,QMJ,E00000666,E01000129,E02000047,7554,3
HA8  0DZ,HA8 0DZ,717,Y56,,Y0801,520854,0190811,E01000130,E02000044,E56000027,QMJ,E00000654,E01000130,E02000044,7621,3
HA8  0DP,HA8 0DP,717,Y56,,Y0801,520638,0190347,E01000131,E02000047,E56000027,QMJ,E00178854,E01000131,E02000047,13623,5
HA8  0ND,HA8 0ND,717,Y56,,Y0801,520926,0191221,E01000132,E02000044,E56000027,QMJ,E00000637,E01000132,E02000044,10459,4
HA8  0JD,HA8 0JD,717,Y56,,Y0801,521067,0191150,E01000133,E02000044,E56000027,QMJ,E00000641,E01000133,E02000044,7660,3
HA8  0QP,HA8 0QP,717,Y56,,Y0801,520282,0191365,E01000134,E02000047,E56000027,QMJ,E00000644,E01000134,E02000047,10969,4
NW11 8AA,NW11 8AA,717,Y56,,Y0801,525068,0187073,E01000135,E02000061,E56000027,QMJ,E00000706,E01000135,E02000061,21585,7
NW11 7QG,NW11 7QG,717,Y56,,Y0801,525328,0187200,E01000136,E02000061,E56000027,QMJ,E00000700,E01000136,E02000061,25840,8
NW2  2AD,NW2 2AD,717,Y56,,Y0801,524900,0186687,E01000137,E02000064,E56000027,QMJ,E00000713,E01000137,E02000064,8611,3
NW11 8SL,NW11 8SL,717,Y56,,Y0801,524339,0186757,E01000138,E02000063,E56000027,QMJ,E00000710,E01000138,E02000063,9114,3
NW2  1HR,NW2 1HR,717,Y56,,Y0801,524338,0186170,E01000139,E02000064,E56000027,QMJ,E00000669,E01000139,E02000064,21727,7
NW11 8AT,NW11 8AT,717,Y56,,Y0801,525039,0186472,E01000140,E02000064,E56000027,QMJ,E00000716,E01000140,E02000064,17164,6
NW2  1BP,NW2 1BP,717,Y56,,Y0801,524049,0186041,E01000141,E02000062,E56000027,QMJ,E00000677,E01000141,E02000062,8601,3
NW11 8SF,NW11 8SF,717,Y56,,Y0801,523988,0186405,E01000142,E02000063,E56000027,QMJ,E00000719,E01000142,E02000063,17305,6
NW2  2DL,NW2 2DL,717,Y56,,Y0801,524230,0186051,E01000143,E02000064,E56000027,QMJ,E00178816,E01000143,E02000064,7380,3
NW11 0NX,NW11 0NX,717,Y56,,Y0801,524988,0187894,E01000144,E02000061,E56000027,QMJ,E00000687,E01000144,E02000061,15833,5
NW11 8HG,NW11 8HG,717,Y56,,Y0801,524649,0187714,E01000145,E02000060,E56000027,QMJ,E00000692,E01000145,E02000060,19310,6
NW11 7PH,NW11 7PH,717,Y56,,Y0801,525228,0187381,E01000146,E02000061,E56000027,QMJ,E00000702,E01000146,E02000061,15647,5
NW9  6DP,NW9 6DP,717,Y56,,Y0801,521482,0189481,E01000147,E02000053,E56000027,QMJ,E00000726,E01000147,E02006954,21282,7
NW9  4BD,NW9 4BD,717,Y56,,Y0801,521261,0189780,E01000148,E02000053,E56000027,QMJ,E00178826,E01033923,E02006954,9213,3
NW9  6AQ,NW9 6AQ,717,Y56,,Y0801,521949,0188568,E01000150,E02000059,E56000027,QMJ,E00178724,E01000150,E02000059,18371,6
NW9  5DZ,NW9 5DZ,717,Y56,,Y0801,521759,0190521,E01000151,E02000049,E56000027,QMJ,E00000748,E01000151,E02000049,4606,2
NW7  2LA,NW7 2LA,717,Y56,,Y0801,521650,0191266,E01000152,E02000049,E56000027,QMJ,E00178876,E01000152,E02000049,6908,3
NW7  2LE,NW7 2LE,717,Y56,,Y0801,521528,0191264,E01000153,E02000049,E56000027,QMJ,E00000723,E01000153,E02000049,3826,2
NW9  1ZU,NW9 1ZU,717,Y56,,Y0801,521653,0190211,E01000154,E02000049,E56000027,QMJ,E00178733,E01000154,E02000049,6805,3
NW9  4AW,NW9 4AW,717,Y56,,Y0801,521271,0189845,E01000155,E02000053,E56000027,QMJ,E00178886,E01033922,E02006954,13700,5
N10  1AB,N10 1AB,717,Y56,,Y0801,528187,0190659,E01000156,E02000045,E56000027,QMJ,E00000804,E01000156,E02000045,26669,9
N10  2ER,N10 2ER,717,Y56,,Y0801,528592,0190725,E01000157,E02000045,E56000027,QMJ,E00000803,E01000157,E02000045,21431,7
N11  3AD,N11 3AD,717,Y56,,Y0801,528364,0192582,E01000158,E02000038,E56000027,QMJ,E00000806,E01000158,E02000038,14606,5
N11  3AR,N11 3AR,717,Y56,,Y0801,528044,0193039,E01000159,E02000038,E56000027,QMJ,E00000808,E01000159,E02000038,17696,6
N11  3AA,N11 3AA,717,Y56,,Y0801,528378,0192462,E01000160,E02000038,E56000027,QMJ,E00000813,E01000160,E02000038,22025,7
N11  3BU,N11 3BU,717,Y56,,Y0801,527780,0192103,E01000161,E02000038,E56000027,QMJ,E00000779,E01000161,E02000038,19434,6
N11  3BH,N11 3BH,717,Y56,,Y0801,527789,0191963,E01000162,E02000038,E56000027,QMJ,E00000781,E01000162,E02000038,15689,5
N10  2EP,N10 2EP,717,Y56,,Y0801,528704,0191202,E01000163,E02000045,E56000027,QMJ,E00000792,E01000163,E02000045,8744,3
N10  1AA,N10 1AA,717,Y56,,Y0801,528177,0190696,E01000164,E02000045,E56000027,QMJ,E00000802,E01000164,E02000045,10557,4
N11  3AQ,N11 3AQ,717,Y56,,Y0801,528193,0191808,E01000165,E02000045,E56000027,QMJ,E00000770,E01000165,E02000045,20782,7
EN4  9AB,EN4 9AB,717,Y56,,Y0801,527252,0196403,E01000166,E02000026,E56000027,QMJ,E00000824,E01000166,E02000026,19054,6
EN4  9AG,EN4 9AG,717,Y56,,Y0801,526980,0196518,E01000167,E02000025,E56000027,QMJ,E00000869,E01000167,E02000025,8854,3
EN4  9DY,EN4 9DY,717,Y56,,Y0801,527652,0196300,E01000168,E02000026,E56000027,QMJ,E00000832,E01000168,E02000026,28357,9
EN4  9AL,EN4 9AL,717,Y56,,Y0801,526938,0196480,E01000169,E02000026,E56000027,QMJ,E00000821,E01000169,E02000026,20813,7
EN4  8AG,EN4 8AG,717,Y56,,Y0801,526949,0195473,E01000170,E02000029,E56000027,QMJ,E00000846,E01000170,E02000029,14031,5
EN4  8AA,EN4 8AA,717,Y56,,Y0801,526712,0196031,E01000171,E02000029,E56000027,QMJ,E00000830,E01000171,E02000029,11210,4
EN4  8HR,EN4 8HR,717,Y56,,Y0801,527749,0195688,E01000172,E02000026,E56000027,QMJ,E00000847,E01000172,E02000026,26533,9
EN4  8HF,EN4 8HF,717,Y56,,Y0801,527280,0195470,E01000173,E02000029,E56000027,QMJ,E00000849,E01000173,E02000029,24872,8
EN4  8AE,EN4 8AE,717,Y56,,Y0801,526881,0195410,E01000174,E02000029,E56000027,QMJ,E00000851,E01000174,E02000029,17685,6
EN4  8DA,EN4 8DA,717,Y56,,Y0801,526950,0194964,E01000175,E02000029,E56000027,QMJ,E00178884,E01000175,E02000029,27536,9
N2   0FD,N2 0FD,717,Y56,,Y0801,525964,0189897,E01000176,E02000050,E56000027,QMJ,E00000894,E01000176,E02000050,7768,3
N2   0LT,N2 0LT,717,Y56,,Y0801,526703,0189678,E01000177,E02000052,E56000027,QMJ,E00000871,E01000177,E02000052,26742,9
N2   8AJ,N2 8AJ,717,Y56,,Y0801,527089,0189753,E01000178,E02000050,E56000027,QMJ,E00000902,E01000178,E02000050,27008,9
N2   0SH,N2 0SH,717,Y56,,Y0801,526372,0189916,E01000179,E02000052,E56000027,QMJ,E00000870,E01000179,E02000052,26462,9
N2   0AX,N2 0AX,717,Y56,,Y0801,527033,0189573,E01000180,E02000052,E56000027,QMJ,E00000903,E01000180,E02000052,19391,6
N2   8AD,N2 8AD,717,Y56,,Y0801,527247,0189538,E01000181,E02000052,E56000027,QMJ,E00000911,E01000181,E02000052,26821,9
N2   0NW,N2 0NW,717,Y56,,Y0801,527267,0189184,E01000182,E02000052,E56000027,QMJ,E00000920,E01000182,E02000052,27057,9
N2   0EZ,N2 0EZ,717,Y56,,Y0801,526835,0189174,E01000183,E02000056,E56000027,QMJ,E00000873,E01000183,E02000056,23760,8
N10  1JW,N10 1JW,717,Y56,,Y0801,527681,0191217,E01000184,E02000050,E56000027,QMJ,E00000872,E01000184,E02000050,7110,3
N2   8DL,N2 8DL,717,Y56,,Y0801,526780,0189884,E01000185,E02000052,E56000027,QMJ,E00000896,E01000185,E02000052,10299,4
HA8  8DJ,HA8 8DJ,717,Y56,,Y0801,519551,0192851,E01000186,E02000037,E56000027,QMJ,E00000934,E01000186,E02000037,30326,10
HA8  8AR,HA8 8AR,717,Y56,,Y0801,519891,0193570,E01000187,E02000037,E56000027,QMJ,E00000923,E01000187,E02000037,21042,7
HA7  4LS,HA7 4LS,717,Y56,,Y0801,518058,0193189,E01000188,E02000037,E56000027,QMJ,E00000926,E01000188,E02000037,27036,9
HA8  8AA,HA8 8AA,717,Y56,,Y0801,518613,0192474,E01000189,E02000037,E56000027,QMJ,E00000943,E01000189,E02000037,11051,4
HA8  7QA,HA8 7QA,717,Y56,,Y0801,519153,0192292,E01000190,E02000037,E56000027,QMJ,E00000948,E01000190,E02000037,24311,8
